"path","name","link_count_total","link_count_local_htm","pgn_link_count","has_pgn_links","sample_pgn_links"
"C:\github\HugoLab\static\htm\index.html","index.html","1243","574","194","True","Berg-Welamsson.pgn;Cathignol.pgn;Fenoglio.pgn;LRDK.pgn;Larsen.pgn"
